chromosome,start,end,type,strand,expression,optimality,halflife,length
chrVIII,380572,381291,mRNA,+,258,0.20089161554192225,16.226039589514293,719
chrVIII,387233,387445,mRNA,+,925,0.21608384920634896,2.561559680881503,212
chrVIII,390300,391697,mRNA,+,4464,0.2014584892086334,47.01112319470635,1397
chrVIII,393534,394085,mRNA,+,1115,0.20232613034623265,15.953599524061492,551
chrVIII,397251,398990,mRNA,+,1335,0.2155056603773583,65.0542782370084,1739
chrVIII,401434,401955,mRNA,+,1052,0.21049606299212592,14.234483707606572,521
chrVIII,402966,406178,mRNA,+,3935,0.20039779513888875,109.08445383437913,3212
chrVIII,411384,412406,mRNA,-,883,0.15960613445378158,1.4345340120847094,1022
chrVIII,417549,419063,mRNA,+,1000,0.204280701754386,7.8406200074136265,1514
chrVIII,436647,436958,mRNA,+,392,0.2194966666666667,3.407232890436803,311
chrVIII,439342,440127,mRNA,+,728,0.20540783034257792,4.471977085942506,785
chrVIII,442181,443476,mRNA,+,1650,0.2369797979797977,12.324915800033875,1295
chrVIII,445713,447605,mRNA,+,928,0.19135113043478252,21.27761245488115,1892
chrVIII,452872,453441,mRNA,+,1754,0.21607613744075813,40.58714577817546,569
chrVIII,454229,455527,mRNA,+,632,0.19255591666666647,17.348528014010004,1298
chrVIII,459299,461530,mRNA,+,1672,0.19470214953271034,27.200000859169435,2231
chrVIII,465178,465669,mRNA,+,349,0.1988271016483516,0.37205676803750887,491
chrVIII,467228,467914,mRNA,+,1548,0.185890909090909,24.025445328674177,686
chrVIII,470960,472429,mRNA,+,11227,0.1868750138248845,41.7072683783406,1469
chrVIII,475999,480672,mRNA,-,5191,0.1946565311653116,114.40275953196553,4673
chrVIII,482005,483837,mRNA,-,4889,0.1857142531645568,82.09209054305401,1832
chrVIII,484845,486179,mRNA,+,6729,0.19344364864864866,43.07205972858036,1334
chrVIII,486826,487662,mRNA,+,1585,0.1919233663366337,38.86904334104471,836
chrVIII,488653,489027,mRNA,-,314,0.20971304347826086,1.7130617217353525,374
chrVIII,490747,491712,mRNA,+,1903,0.2330900000000001,25.225792483785945,965
chrVIII,497490,498422,mRNA,-,2509,0.2185794392523364,52.784797484555654,932
chrVIII,499079,499885,mRNA,+,5109,0.1864715271966529,40.264400269350475,806
chrVIII,502388,504196,mRNA,+,1052,0.19463458285714305,23.688476806899605,1808
chrVIII,509363,511837,mRNA,+,5349,0.19077988970588228,132.05534864065586,2474
chrVIII,514905,516485,mRNA,-,1691,0.2262896478873239,22.102673468777017,1580
chrVIII,519437,520312,mRNA,+,774,0.1966873778920306,4.075551884005527,875
chrVIII,525392,528619,mRNA,+,1717,0.24230842911877426,128.33653936778026,3227
chrVIII,539151,539747,mRNA,+,3,0.18701980198019807,3.3309784229706625,596
chrVIII,541651,542262,mRNA,+,73,0.2007724428822496,7.15941496994723,611
chrVIII,550648,550941,mRNA,-,1,0.22064102564102567,3.341518613448499,293
chrVIII,552099,553502,mRNA,+,165,0.19538358255451704,20.35359600790226,1403
chrVIII,556581,557042,mRNA,-,181,0.22190909090909092,10.897358725665526,461
chrVIII,560173,562047,mRNA,+,2,0.1847953488372093,2.496071760710983,1874
chrX,829,1311,mRNA,+,0,0.20389062499999988,19.882697660733932,482
chrX,9346,9483,mRNA,+,0,0.2873582089552238,1.3325515364974188,137
chrX,11475,16124,mRNA,+,52,0.1842401461988301,20.90833446821112,4649
chrX,18243,18695,mRNA,+,6,0.19507589473684225,4.475671592960044,452
chrX,21973,22563,mRNA,+,404,0.19482982758620687,8.00599747411834,590
chrX,24341,26086,mRNA,-,846,0.1915807664233575,45.983720351576835,1745
chrX,26887,28596,mRNA,+,944,0.1826714969135804,14.742139691047614,1709
chrX,36919,37734,mRNA,+,2170,0.19386553872053888,30.96081062957954,815
chrX,40194,41183,mRNA,-,929,0.19613127516778545,17.23139358600981,989
chrX,50139,50443,mRNA,-,508,0.25866787096774185,17.555765336377405,304
chrX,53943,54290,mRNA,-,418,0.2480276991150443,3.026290043270012,347
chrX,56444,58813,mRNA,-,6362,0.19483571428571425,17.066224172201572,2369
chrX,60844,63489,mRNA,+,3798,0.15754035714285713,77.87488388201032,2645
chrX,65805,66086,mRNA,-,364,0.23020454545454544,2.8063869110717152,281
chrX,71366,72574,mRNA,+,1203,0.2001872995780594,34.668807903415555,1208
chrX,73787,74611,mRNA,+,5471,0.1872743682310468,39.49039940477946,824
chrX,75933,76474,mRNA,+,30135,0.18730051813471496,147.74860615655768,541
chrX,80155,81915,mRNA,+,6131,0.2017016129032257,138.064287449144,1760
chrX,84068,85336,mRNA,+,4035,0.20676046296296294,91.32654341679336,1268
chrX,85660,87495,mRNA,+,1508,0.20788311688311675,29.309847128260206,1835
chrX,88787,89116,mRNA,+,1105,0.20363333333333328,5.753311899047279,329
chrX,90786,91657,mRNA,+,22362,0.2182827868852457,321.2018098624759,871
chrX,94049,94561,mRNA,+,696,0.2272432432432433,44.56226481945289,512
chrX,96161,96529,mRNA,-,1429,0.1970377789473685,40.70903600663656,368
chrX,101150,101779,mRNA,-,649,0.19972800664451806,10.537745162346576,629
chrX,102227,104428,mRNA,-,3756,0.20412820512820512,51.85809099216715,2201
chrX,106434,106718,mRNA,+,2562,0.18809409691629905,73.4994875405046,284
chrX,109966,111159,mRNA,-,2878,0.2036441959798992,47.496498777140275,1193
chrX,113878,115629,mRNA,-,1198,0.18386209433962256,6.189579323986582,1751
chrX,117962,118825,mRNA,-,364,0.1923358823529412,21.758957279647444,863
chrX,126853,128952,mRNA,-,2965,0.1912416855203618,26.468588907232135,2099
chrX,131101,133935,mRNA,-,6046,0.18586238651994444,11.445298645495257,2834
chrX,136174,136533,mRNA,+,1973,0.20446278846153845,14.574224682875876,359
chrX,137123,137425,mRNA,+,105,0.19850910133843228,3.516605506775014,302
chrX,140437,141138,mRNA,+,2070,0.2084375000000001,44.97689627512511,701
chrX,143292,144701,mRNA,+,1222,0.2073391521197009,42.8061827720278,1409
chrX,147101,147577,mRNA,+,1239,0.1849791356184802,11.078185028057877,476
chrX,147967,150390,mRNA,-,5181,0.1858939627659573,156.83913440334086,2423
chrX,151713,152999,mRNA,-,1734,0.1847311904761904,11.85454538957391,1286
chrX,154985,156127,mRNA,-,998,0.18378952169076765,50.79642985965805,1142
chrX,156550,157273,mRNA,-,25484,0.19742807017543812,415.1796429323162,723
chrX,158188,159417,mRNA,+,1889,0.2556089743589742,47.79474846284648,1229
chrX,160619,161563,mRNA,+,1240,0.2121252665245208,7.970626041340299,944
chrX,164278,165348,mRNA,-,869,0.19720203603603628,70.76716215069831,1070
chrX,180194,180310,mRNA,+,276,0.1831881188118812,2.6124014016062262,116
chrX,182298,184220,mRNA,-,2247,0.20334782608695653,28.740434245593388,1922
chrX,185528,186679,mRNA,-,1624,0.21657297619047614,10.875736559192124,1151
chrX,188004,189440,mRNA,-,3510,0.21527835051546376,42.849165331027834,1436
chrX,190374,191090,mRNA,-,5059,0.1916132338308459,78.61272631621114,716
chrX,191572,191895,mRNA,-,218,0.25529113924050645,8.113593118464893,323
chrX,192531,193466,mRNA,+,3264,0.20017577052868354,20.845303694104363,935
chrX,196287,197126,mRNA,+,964,0.21521811203319532,47.77371721828803,839
chrX,207877,209529,mRNA,+,6659,0.2019725432525951,41.18383021957724,1652
chrX,212000,217309,mRNA,-,17057,0.19522315202231527,86.26294110042956,5309
chrX,218853,220016,mRNA,-,837,0.20307058823529428,10.354801042206375,1163
chrX,225055,226737,mRNA,+,1066,0.2056090909090908,20.36815424333875,1682
chrX,229025,230881,mRNA,-,1018,0.2209035643564356,41.00795018376095,1856
chrX,234320,236356,mRNA,-,4088,0.1901408219178084,13.009600174068296,2036
chrX,239414,241654,mRNA,+,2131,0.1924847050147487,78.22693355795003,2240
chrX,245591,246244,mRNA,+,1458,0.19572711431742493,25.692247561099574,653
chrX,247255,251691,mRNA,+,5050,0.22154810495626792,108.26151516430266,4436
chrX,254737,256812,mRNA,-,3305,0.2237816091954022,57.061901306876926,2075
chrX,261080,262552,mRNA,-,1936,0.2185161290322581,20.203004907271033,1472
chrX,265926,268415,mRNA,+,582,0.1975024556616646,50.56996034477697,2489
chrX,270002,272485,mRNA,-,2752,0.18991608617594213,98.2746587853996,2483
chrX,272827,274698,mRNA,+,2574,0.20866765151515146,64.83901891068118,1871
chrX,278841,280655,mRNA,+,1881,0.19969675925925925,70.58499074434653,1814
chrX,283802,285271,mRNA,-,3356,0.2048571178188899,34.89149042012994,1469
chrX,289875,290774,mRNA,-,2478,0.23674369747899146,54.88950941475054,899
chrX,294047,294145,mRNA,+,143,0.21598207885304627,0.6311008803353065,98
chrX,294799,294885,mRNA,+,221,0.22043589743589748,0.959233970123829,86
chrX,298460,298876,mRNA,-,1353,0.20468511538461545,33.47707101169314,416
chrX,303181,305118,mRNA,+,1634,0.20522068513119526,58.93272923726123,1937
chrX,306132,307856,mRNA,+,1317,0.2144984713375796,37.41547899376683,1724
chrX,310922,312706,mRNA,-,2764,0.23898412698412694,21.059731007963244,1784
chrX,314084,314434,mRNA,+,856,0.19881449122807,5.228504906074617,350
chrX,315175,315570,mRNA,+,1082,0.2877777777777777,10.282788089000162,395
chrX,316723,316980,mRNA,+,1278,0.19622978070175429,1.7160732860772319,257
chrX,320016,322157,mRNA,+,3683,0.2039205431309902,24.715459618989343,2141
chrX,324964,326190,mRNA,+,1073,0.2154979253112031,26.271843233523864,1226
chrX,328118,330121,mRNA,-,1722,0.2013548529411764,5.253568752152702,2003
chrX,333357,334094,mRNA,+,5633,0.1949163498098858,27.366490578894158,737
chrX,338271,339269,mRNA,+,9709,0.2265530303030304,103.38513235214012,998
chrX,342522,345743,mRNA,+,6781,0.2009599491094147,101.9234238479453,3221
chrX,347447,348637,mRNA,-,1961,0.19335714285714256,52.938378509607084,1190
chrX,352386,353615,mRNA,+,1164,0.1917770703933749,2.5426585030740814,1229
chrX,358300,359676,mRNA,-,3584,0.1843399011299436,39.79062763340813,1376
chrX,368748,373799,mRNA,-,12492,0.20561122388059724,134.3104671987562,5051
chrX,376662,377336,mRNA,+,209,0.206897880184332,13.207819554062258,674
chrX,380249,381001,mRNA,-,641,0.18114818984547465,4.52107841495264,752
chrX,386348,386662,mRNA,+,514,0.187174251968504,2.158606377725473,314
chrX,387657,388247,mRNA,+,1006,0.1940234772370484,19.596962871227127,590
chrX,391311,391646,mRNA,+,127,0.2162133333333333,6.609593965148534,335
chrX,392404,393603,mRNA,+,9431,0.21193404494382026,194.52179342804678,1199
chrX,393967,395511,mRNA,+,1294,0.19538964739069128,14.420792351529961,1544
chrX,397355,398398,mRNA,-,1096,0.18440543967280146,30.509091376388312,1043
chrX,398937,402410,mRNA,-,7892,0.18417,129.55082947391614,3473
chrX,405588,407273,mRNA,+,3586,0.19326678983833714,27.807072495959837,1685
chrX,409493,411040,mRNA,-,1470,0.2622046783625728,8.679121170314243,1547
chrX,414285,414770,mRNA,-,851,0.20488649760765584,16.606258792314605,485
chrX,419855,420181,mRNA,+,1632,0.1944256876790832,1.3207380689457224,326
chrX,422698,423012,mRNA,-,148,0.19098959284627087,6.702370195633696,314
chrX,425157,431237,mRNA,+,16067,0.1808346078431372,185.33929289455773,6080
chrX,432644,433000,mRNA,+,542,0.19611214285714296,11.09432268402239,356
chrX,435163,435926,mRNA,+,4782,0.21928457446808505,54.79284652642771,763
chrX,438865,440646,mRNA,+,4970,0.21308415841584144,1.927318833068206,1781
chrX,448477,448758,mRNA,-,114,0.21065824167872693,4.39201731152944,281
chrX,452430,453446,mRNA,+,1356,0.21065824167872693,5.16373112835273,1016
chrX,456239,457774,mRNA,+,1409,0.2118684210526316,18.34205304938857,1535
chrX,458641,459426,mRNA,-,679,0.2017953749999999,2.466462247970207,785
chrX,462721,464253,mRNA,+,3281,0.2320366492146595,3.553875780551561,1532
chrX,466521,467033,mRNA,-,2431,0.1949209041095888,15.337103085866758,512
chrX,467232,468281,mRNA,-,944,0.20371428571428574,40.63787781892783,1049
chrX,468555,469579,mRNA,-,1128,0.2012982099827886,50.880752151862914,1024
chrX,469804,470205,mRNA,-,351,0.22489743589743588,15.77018428280431,401
chrX,486586,490812,mRNA,-,6008,0.24364388888888885,184.791674460404,4226
chrX,492378,496451,mRNA,-,4565,0.2076140350877196,75.05471815479139,4073
chrX,497355,500612,mRNA,+,2519,0.20370297029702966,12.268516420736173,3257
chrX,503936,507301,mRNA,+,2114,0.1823039,3.100671559583205,3365
chrX,510239,513763,mRNA,-,4227,0.20507874766355155,18.631765529100157,3524
chrX,516461,517513,mRNA,-,1245,0.21283467741935475,22.551510871533267,1052
chrX,519638,521602,mRNA,-,28878,0.18597216304347824,318.2170166125086,1964
chrX,524908,525381,mRNA,-,169,0.19248675159235626,3.756308547074369,473
chrX,526884,528476,mRNA,-,2485,0.2025075449101796,67.64094755456617,1592
chrX,529861,531366,mRNA,+,2641,0.21122344322344289,41.09792013182167,1505
chrX,534027,535751,mRNA,+,1430,0.18309638670694825,23.98489677729391,1724
chrX,538772,539266,mRNA,+,420,0.2636952380952381,17.918944523330126,494
chrX,544062,544712,mRNA,+,1222,0.2357368421052632,41.017346583045,650
chrX,545787,548243,mRNA,+,6642,0.18579816513761466,34.689447434222345,2456
chrX,550511,553318,mRNA,+,2597,0.19570137724550887,15.51889539921018,2807
chrX,555195,555572,mRNA,+,1248,0.18526219047619052,36.27288539328998,377
chrX,557809,559158,mRNA,-,7590,0.18726511278195485,119.24272607903,1349
chrX,568806,569399,mRNA,-,1812,0.19733251999999987,13.715549260547087,593
chrX,570405,570773,mRNA,+,1150,0.1658671875,3.3711203674646635,368
chrX,572315,572935,mRNA,-,2756,0.19507862275449114,41.33362002866282,620
chrX,573981,575171,mRNA,+,4379,0.2173764258555133,96.46227878358975,1190
chrX,580205,581239,mRNA,+,1353,0.2112422488038278,11.234837875656591,1034
chrX,581914,582255,mRNA,-,564,0.19489830508474584,6.05096584551781,341
chrX,583733,585004,mRNA,+,1739,0.21012087470449173,56.98454387332207,1271
chrX,586068,586400,mRNA,+,2163,0.2358076923076922,46.166475717971466,332
chrX,586495,587373,mRNA,-,2907,0.1961605084745763,36.77285679891236,878
chrX,590872,594327,mRNA,-,6437,0.2309221411192209,98.37961554305119,3455
chrX,603220,604203,mRNA,-,1078,0.2036854368932038,45.467094601352684,983
chrX,608305,608858,mRNA,+,21638,0.21734246575342486,127.33593548087224,553
chrX,611195,612043,mRNA,+,2126,0.18786778017241385,1.7081904198581164,848
chrX,616351,617334,mRNA,-,1327,0.1915935667396059,39.56693404048878,983
chrX,619157,619765,mRNA,-,763,0.24261176470588205,16.549040723164126,608
chrX,622550,623014,mRNA,-,23139,0.19745330616996493,158.467084192344,464
chrX,624838,627015,mRNA,+,1601,0.2054295771292433,34.93278762614351,2177
chrX,628712,629083,mRNA,+,190,0.2397692307692308,1.3025351258343285,371
chrX,633615,635681,mRNA,+,2059,0.21497394039735115,53.35264809829824,2066
chrX,637030,637635,mRNA,+,931,0.19902390862944191,5.95730736272103,605
chrX,638232,638975,mRNA,-,2147,0.1947600471698113,19.033342725097235,743
chrX,639942,640451,mRNA,+,200,0.21073452873563228,1.870990711119953,509
chrX,642007,643368,mRNA,+,3813,0.19664559147685493,86.99985721506064,1361
chrX,644304,646490,mRNA,-,1415,0.1800186776859504,64.01287925533319,2186
chrX,647607,649142,mRNA,+,29155,0.18352526232114488,308.88518877201955,1535
chrX,652892,654238,mRNA,-,2314,0.19328042857142827,0.36014797415682764,1346
chrX,656254,658689,mRNA,-,4670,0.19117058823529387,49.33495166956831,2435
chrX,664000,665019,mRNA,-,1249,0.20530246913580227,32.47648307492072,1019
chrX,669522,672668,mRNA,+,5165,0.19064051546391764,153.66828616379877,3146
chrX,673729,675852,mRNA,-,3349,0.21111828828828832,37.76032111902187,2123
chrX,676971,677234,mRNA,+,992,0.2144276729559748,10.66543958128722,263
chrX,678957,683285,mRNA,-,6879,0.26175510204081603,64.14864173091317,4328
chrX,695906,696949,mRNA,+,1173,0.17275,13.589236983172869,1043
chrX,700882,701691,mRNA,+,3077,0.1860834352517988,13.907198139811996,809
chrX,704196,705272,mRNA,+,1724,0.1995608283132533,9.065012853859056,1076
chrX,707160,708374,mRNA,+,921,0.21133587786259525,18.780125550360815,1214
chrX,719666,721297,mRNA,+,1097,0.20267667630057795,26.59183389106085,1631
chrX,725784,726824,mRNA,+,690,0.21506529109589054,24.820780914196938,1040
chrX,728574,729596,mRNA,-,89,0.2292227488151657,2.5891635448110506,1022
chrX,736044,737117,mRNA,+,16,0.17612025316455687,10.327512195210357,1073
chrX,744911,745261,mRNA,-,92,0.2065950000000001,0.8690094755738191,350
chrXI,1810,2181,mRNA,-,14,0.21056135770235002,2.3265657836015263,371
chrXI,3503,5620,mRNA,-,1649,0.1891619384615387,24.40839955744801,2117
chrXI,9091,11226,mRNA,-,916,0.1946133982683984,2.2840977555122493,2135
chrXI,17359,18339,mRNA,-,756,0.17989055172413768,0.6727118313180043,980
chrXI,25215,26159,mRNA,+,20387,0.19603908653846147,416.5301810493589,944
chrXI,31082,31693,mRNA,-,1714,0.1769078947368421,5.604947091873922,611
chrXI,34543,36414,mRNA,+,7524,0.18989393939393928,60.50584211618264,1871
chrXI,39163,42237,mRNA,+,20880,0.1933998195876289,70.56710558155173,3074
chrXI,47157,47972,mRNA,+,787,0.22003380952380952,13.13975072601545,815
chrXI,49006,49809,mRNA,-,1343,0.21153072625698308,4.737604468403317,803
chrXI,53704,55602,mRNA,+,2655,0.2261460258780037,60.17612378135108,1898
chrXI,63930,67466,mRNA,-,3563,0.18775775510204085,76.19587641032615,3536
chrXI,74932,75534,mRNA,-,3499,0.1958285163776497,21.86310744176036,602
chrXI,77258,78646,mRNA,-,1100,0.19516704458598694,35.91010024116812,1388
chrXI,80160,80537,mRNA,-,1401,0.1766663813229572,1.4561683404304464,377
chrXI,82947,83550,mRNA,+,2462,0.1994791141732283,2.3657093570432686,603
chrXI,86225,88786,mRNA,-,1381,0.1864181818181818,5.546617806408442,2561
chrXI,92744,93465,mRNA,-,1659,0.1945288717948717,71.42712523882867,721
chrXI,96757,98157,mRNA,+,4987,0.18365729323308252,58.12227748116907,1400
chrXI,98721,99641,mRNA,+,1280,0.1879819398907104,35.75983758772006,920
chrXI,110464,112503,mRNA,-,4329,0.18685425925925936,96.31756973367224,2039
chrXI,114356,114694,mRNA,+,67,0.1819375,6.796621490256289,338
chrXI,120380,122236,mRNA,-,2303,0.2108643548387097,45.50649586967433,1856
chrXI,125759,127042,mRNA,+,4774,0.18738855595667867,5.445502230744204,1283
chrXI,130634,131050,mRNA,+,891,0.23592823293172666,9.099153189340527,416
chrXI,131288,133462,mRNA,-,1991,0.199457875,11.444697131958897,2174
chrXI,134509,135705,mRNA,-,1603,0.2311807909604519,2.650948965127805,1196
chrXI,137932,140691,mRNA,-,3646,0.19527606315789492,101.68326737028195,2759
chrXI,144401,145378,mRNA,+,498,0.19997136567834692,11.559610487821423,977
chrXI,147630,148838,mRNA,-,501,0.20607434944237948,33.425117186888826,1208
chrXI,153816,154451,mRNA,-,726,0.1907669529411763,17.504860309013857,635
chrXI,158975,159091,mRNA,-,6333,0.2051539325842698,56.10554142557636,116
chrXI,161601,162335,mRNA,+,1482,0.22618770226537196,44.75846425131843,734
chrXI,166400,167452,mRNA,+,5991,0.184743119266055,36.00583737170439,1052
chrXI,169207,171129,mRNA,-,4204,0.20799122448979604,52.87810196526645,1922
chrXI,171783,173861,mRNA,+,2886,0.1897674131274133,136.60938438608315,2078
chrXI,174958,175050,mRNA,+,644,0.1815977505567928,0.15753453683491392,92
chrXI,176781,178172,mRNA,+,2033,0.20484424882629104,13.963371316514952,1391
chrXI,179667,180263,mRNA,+,2692,0.19234720408163275,5.637600348999285,596
chrXI,182958,184544,mRNA,+,1723,0.2043770491803279,51.67667378275504,1586
chrXI,185286,185681,mRNA,-,1413,0.20553882758620687,9.319228187813952,395
chrXI,186416,186814,mRNA,+,1020,0.18973553719008274,1.9437827769901137,398
chrXI,189124,191442,mRNA,-,2170,0.1670108144796379,88.1672866187129,2318
chrXI,194478,194999,mRNA,+,326,0.2116245847176077,10.271032153821555,521
chrXI,196349,200167,mRNA,-,5235,0.1988350887573964,5.891229226749942,3818
chrXI,203541,205253,mRNA,+,3721,0.216768,52.58978718436473,1712
chrXI,208247,210130,mRNA,+,2844,0.20580384259259268,37.0912705993638,1883
chrXI,212043,212423,mRNA,+,416,0.16513080357142867,8.665108816994561,380
chrXI,214142,216700,mRNA,+,2624,0.1937046263345196,56.47733276440124,2558
chrXI,218570,219217,mRNA,-,1739,0.2025947136563876,17.485809482473687,647
chrXI,220324,220974,mRNA,+,6324,0.2107124065040652,6.984088437509925,650
chrXI,222893,223285,mRNA,-,230,0.18673985355648545,4.621858754571787,392
chrXI,224727,225875,mRNA,-,2706,0.2256700336700335,0.4373959762194666,1148
chrXI,228464,228799,mRNA,-,1763,0.19509029411764714,18.151789948419584,335
chrXI,232227,233891,mRNA,+,4695,0.18966254838709684,13.541983093715288,1664
chrXI,236141,237070,mRNA,+,228,0.20190334532374105,23.113462270808718,929
chrXI,237536,238891,mRNA,+,2775,0.2014114032496309,68.19916967156487,1355
chrXI,243220,245373,mRNA,-,8940,0.19661140625,292.32032577348457,2153
chrXI,248062,248367,mRNA,-,86,0.19920869565217392,3.651884807580397,305
chrXI,253697,255460,mRNA,-,7893,0.2007975881870387,58.82308742939554,1763
chrXI,255720,256472,mRNA,-,1828,0.2015444155844156,71.80376437725589,752
chrXI,258503,258913,mRNA,-,117,0.19887587822014066,0.12531012457630908,410
chrXI,259253,259531,mRNA,+,19909,0.1910262075848304,242.23549573233367,278
chrXI,262277,263113,mRNA,+,1014,0.21843943877551011,51.22908635365259,836
chrXI,269718,270650,mRNA,-,1334,0.18266129032258047,24.999235272504666,932
chrXI,273394,275043,mRNA,+,1209,0.26338725490196074,3.754367902507301,1649
chrXI,277189,277863,mRNA,-,908,0.25640476190476186,7.360049955162642,674
chrXI,279123,280127,mRNA,+,5716,0.19487514316012688,31.901300557942385,1004
chrXI,285030,286208,mRNA,+,9404,0.18841458579881645,169.3736300275978,1178
chrXI,288845,291052,mRNA,+,1815,0.1949083919222136,37.30023213094522,2207
chrXI,292838,293221,mRNA,-,575,0.2058786692759296,1.9378566683047094,383
chrXI,296430,299075,mRNA,+,4371,0.20428571428571424,68.37592843969684,2645
chrXI,305114,305884,mRNA,+,992,0.19755384615384625,39.68307200295439,770
chrXI,307285,307827,mRNA,+,2092,0.19741607142857148,14.452641325506821,542
chrXI,310199,313078,mRNA,+,6461,0.19500727748691088,78.56451045394044,2879
chrXI,315281,315724,mRNA,+,770,0.1999655010224948,15.463277384062756,443
chrXI,321015,321518,mRNA,-,1140,0.2142432432432433,6.183002235772501,503
chrXI,328118,329443,mRNA,-,1402,0.21651451785714265,1.926598029785918,1325
chrXI,330856,333969,mRNA,-,6253,0.20101345291479814,52.65600396444061,3113
chrXI,335321,336157,mRNA,-,706,0.2209860139860136,13.836386571742274,836
chrXI,339182,339442,mRNA,-,1009,0.18835951724137928,17.730715973318453,260
chrXI,339668,340546,mRNA,-,1489,0.1882884210526317,9.699778747093205,878
chrXI,342852,345620,mRNA,-,1662,0.19446151306740034,6.57388955460226,2768
chrXI,347214,349136,mRNA,-,1640,0.19506357142857114,22.497713248625644,1922
chrXI,351275,352624,mRNA,-,3550,0.2054008387096775,17.036978322759925,1349
chrXI,356322,356642,mRNA,+,203,0.195,5.809763918854614,320
chrXI,358475,359566,mRNA,+,1170,0.18700234068627475,9.214913854699397,1091
chrXI,361058,361828,mRNA,-,2850,0.1965741425120774,12.309509909886707,770
chrXI,365605,369117,mRNA,+,5151,0.18731977572559366,30.10599058418314,3512
chrXI,369528,369920,mRNA,-,1141,0.21159002717391287,11.859296226792257,392
chrXI,371829,374105,mRNA,+,2195,0.1901548190789476,71.10898481250781,2276
chrXI,375456,378572,mRNA,+,2680,0.21198814229249024,8.771113745260024,3116
chrXI,382072,382485,mRNA,+,149,0.19193952712100146,8.285998618911112,413
chrXI,385758,387206,mRNA,+,2887,0.20153045685279164,25.891741887983677,1448
chrXI,390240,392279,mRNA,-,2655,0.21042647058823533,18.85297370807548,2039
chrXI,393146,393373,mRNA,-,969,0.164828125,10.25499887786932,227
chrXI,394726,397248,mRNA,-,2908,0.20143947058823555,9.836304075680175,2522
chrXI,398832,402080,mRNA,-,5546,0.17971572559366786,16.869616907556882,3248
chrXI,403580,403879,mRNA,-,437,0.2017337662337663,5.205469162263087,299
chrXI,405190,407241,mRNA,-,2053,0.15378571428571425,58.20707149447975,2051
chrXI,408544,411483,mRNA,+,4049,0.20108080808080805,109.34156789185205,2939
chrXI,417508,418023,mRNA,-,2846,0.22875035460992946,6.451744458550184,515
chrXI,420155,421216,mRNA,-,1166,0.19454907172995764,6.831924287825606,1061
chrXI,426242,426952,mRNA,+,4766,0.19432561852107771,20.33761526756826,710
chrXI,429302,430108,mRNA,+,3373,0.1910925694444445,36.04901538905375,806
chrXI,431906,432720,mRNA,+,30644,0.19399218750000005,391.6266427006635,814
chrXI,440608,442722,mRNA,-,8569,0.19585039370078736,144.55001629315154,2114
chrXI,445381,446727,mRNA,+,4242,0.18779322580645136,20.026760666483696,1346
chrXI,448521,450167,mRNA,-,793,0.20236104395604398,18.70705918019127,1646
chrXI,452201,454078,mRNA,+,2918,0.2242500000000001,62.583705303707745,1877
chrXI,458924,461239,mRNA,-,2364,0.21160206718346264,25.503703531510705,2315
chrXI,463739,464116,mRNA,-,813,0.23621376433785216,17.36240504454349,377
chrXI,465367,466071,mRNA,-,2933,0.19342859632595336,26.149997682269806,704
chrXI,469717,471339,mRNA,+,3883,0.1984431509846827,49.75097179334121,1622
chrXI,473723,475900,mRNA,-,8129,0.18908109473684206,117.22757783107221,2177
chrXI,478338,478832,mRNA,+,1003,0.20195320338983067,13.61571940543441,494
chrXI,482171,483139,mRNA,-,1789,0.21299427480916056,3.52824279639238,968
chrXI,485144,487372,mRNA,-,2467,0.2308361904761909,13.956033410345736,2228
chrXI,488738,489655,mRNA,-,2022,0.1837218214716523,11.190807346336227,917
chrXI,494257,497358,mRNA,+,11909,0.19633755952380968,314.2315235325525,3101
chrXI,500282,501103,mRNA,+,1208,0.1955307855626329,37.626613762154264,821
chrXI,506898,507707,mRNA,+,204,0.215131086142322,22.301002898184734,809
chrXI,507939,508553,mRNA,+,1658,0.1888156304985335,55.111269745215665,614
chrXI,515063,516871,mRNA,+,1131,0.1814859677419355,37.88479770721921,1808
chrXI,518198,518950,mRNA,+,390,0.18068171344165448,21.391356261602347,752
chrXI,520897,521712,mRNA,-,4475,0.18024824712643664,30.132370067463494,815
chrXI,523418,523969,mRNA,-,596,0.2148798089171973,19.455970067059432,551
chrXI,525257,525562,mRNA,+,1670,0.200008733624454,18.795460862447072,305
chrXI,526830,527231,mRNA,-,873,0.2004934174311927,19.47832051080129,401
chrXI,534067,535281,mRNA,-,1442,0.25337931034482764,20.534159113960314,1214
chrXI,548216,549091,mRNA,+,743,0.2220197183098592,26.271088152314995,875
chrXI,551657,552242,mRNA,+,20069,0.22089383495145626,37.69139945443979,585
chrXI,554987,556174,mRNA,+,8371,0.1866679833546731,43.957159121704855,1187
chrXI,557677,558954,mRNA,+,1715,0.21191304273504305,0.9067484099140373,1277
chrXI,560789,562297,mRNA,-,1845,0.2288644067796609,29.44982425613585,1508
chrXI,565299,565892,mRNA,-,2084,0.20211594202898545,47.37174656770972,593
chrXI,567918,570149,mRNA,+,3282,0.181691489361702,22.883228330587592,2231
chrXI,571612,573393,mRNA,+,1769,0.1863545625,35.886737407989855,1781
chrXI,574934,575980,mRNA,-,2228,0.1889450704225348,29.966885380610595,1046
chrXI,578187,578507,mRNA,-,151,0.20538532258064493,1.273649912352714,320
